Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression 1	Expression 2	Expression 3	Expression 4	Expression 5	Expression 6	Expression 7	Expression 8	Expression 9	Expression 10	Expression 11	Expression 12	Expression 13	Expression 14	Expression 15	Expression 16
3559854	3559846	3559520	3559514	-	glpE	b3425	thiosulfate:cyanide sulfurtransferase (rhodanese)	115	116	112	86	122	120	156	120	144	178	144	99	95	125	90	107
3560000	3560036	3561541	3562355	+	glpD	b3426	"sn-glycerol-3-phosphate dehydrogenase, aerobic, FAD/NAD(P)-binding"	19	20	29	10	17	19	1679	13	46	1832	1956	346	1716	542	100	1458
3560881			3560726	-	-	predicted RNA	antisense: glpD	1	1	4	0	2	6	374	0	3	240	845	135	1063	142	77	569
3561506			3561419	-	-	predicted RNA	antisense: glpD	11	15	20	12	13	11	677	13	29	706	1023	141	1229	328	175	862
3564622	3564604	3562157	3562150	-	glgP	b3428	glycogen phosphorylase	63	63	46	71	109	264	71	91	191	67	216	441	227	368	278	169
	3566056	3564623	3564623	-	glgA	b3429	glycogen synthase	29	28	26	41	64	159	38	52	105	37	169	278	193	244	164	108
3567368	3567351	3566056		-	glgC	b3430	glucose-1-phosphate adenylyltransferase	27	29	22	33	38	108	27	30	69	27	119	215	148	188	129	100
	3569342	3567369	3567369	-	glgX	b3431	glycogen debranching enzyme	22	24	15	31	34	81	27	29	58	21	98	151	114	118	86	66
3571748	3571525	3569339		-	glgB	b3432	"1,4-alpha-glucan branching enzyme"	29	28	21	36	51	122	35	37	76	27	131	244	147	187	140	91
3572920	3572901	3571798	3571769	-	asd	b3433	"aspartate-semialdehyde dehydrogenase, NAD(P)-binding"	305	155	174	103	259	594	278	117	227	283	335	594	476	254	206	231
3573094	3573094	3573687	3573687	+	yhgN	b3434	predicted antibiotic transporter	94	98	66	56	50	40	68	62	47	67	43	26	52	39	56	63
3575084	3575084	3573744		-	gntU	b4476	"gluconate transporter, low affinity GNT 1 system"	6	7	11	14	6	2	7	11	4	5	16	3	16	10	22	26
	3575615	3575088		-	gntK	b3437	gluconate kinase 2	10	12	16	17	11	3	8	18	3	11	17	7	19	10	26	30
3576772	3576749	3575754	3575712	-	gntR	b3438	DNA-binding transcriptional repressor	110	108	187	158	149	114	112	189	116	121	132	121	96	130	144	116
3577668	3577668	3576973	3576886	-	yhhW	b3439	quercetinase activity in vitro	27	26	30	41	67	64	24	49	50	28	62	72	52	72	77	67
3578828	3578828	3577791	3577743	-	yhhX	b3440	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain	73	74	60	71	108	146	51	94	119	52	103	110	91	152	146	109
3579039			3578950	-	ryhB	b4451	-	1	1	2	1	1	0	0	1	6	1	19	1	7	10	40	50
3579145	3579161	3579649	3579697	+	yhhY	b3441	predicted acetyltransferase	12	11	11	11	24	19	6	17	15	9	58	46	39	54	87	93
3579792	3579886	3581064	3581116	+	yhhZ	b3442	conserved protein	0	0	0	0	0	0	1	0	0	0	45	9	25	25	60	80
3581459	3581506	3581781		+	insA	b3444	IS1 repressor TnpA	26	27	27	17	11	10	23	13	10	15	57	18	41	31	87	92
	3581700	3582203	3582281	+	insB	b3445	IS1 transposase B	9	10	13	11	8	5	11	8	6	9	34	16	32	22	59	54
3582427	3582427	3582582	3582611	+	yrhD	b4612	hypothetical protein	0	0	0	0	0	0	0	0	0	2	24	9	10	13	30	41
3582782	3582782	3583066	3583093	+	yrhB	b3446	predicted protein	11	8	5	6	5	1	2	4	2	7	41	15	24	21	45	43
3584846	3584846	3583104	3583104	-	ggt	b3447	gamma-glutamyltranspeptidase	3	2	3	9	11	13	5	10	12	4	110	156	107	188	169	92
3584950	3584966	3585406	3585419	+	yhhA	b3448	"conserved protein, DUF2756 family"	18	18	18	31	58	50	9	49	34	11	110	291	90	334	283	78
	3586136	3585393	3585393	-	ugpQ	b3449	"glycerophosphodiester phosphodiesterase, cytosolic"	27	25	19	28	20	41	22	19	35	22	38	31	42	26	36	32
3587203	3587203	3586133		-	ugpC	b3450	glycerol-3-phosphate transporter subunit	16	17	11	20	15	18	19	13	19	18	48	40	55	42	48	43
	3588050	3587205	3587204	-	ugpE	b3451	glycerol-3-phosphate transporter subunit	5	5	4	8	6	3	5	6	6	5	65	51	57	60	82	83
3588934	3588934	3588047		-	ugpA	b3452	glycerol-3-phosphate transporter subunit	1	1	1	2	3	1	3	2	1	2	48	26	52	51	85	79
3590407	3590348	3589032	3589032	-	ugpB	b3453	glycerol-3-phosphate transporter subunit	8	10	4	9	17	11	12	11	13	13	243	307	192	327	333	157
3591461	3591460	3590747	3590690	-	livF	b3454	leucine/isoleucine/valine transporter subunit	21	20	8	3	2	6	22	2	7	24	46	38	84	23	30	35
	3592229	3591462	3591462	-	livG	b3455	leucine/isoleucine/valine transporter subunit	33	38	12	5	6	9	41	4	15	33	139	104	200	91	101	102
	3593503	3592226		-	livM	b3456	leucine/isoleucine/valine transporter subunit	22	24	8	3	3	9	37	3	9	29	101	90	141	69	87	88
3594436	3594426	3593500		-	livH	b3457	leucine/isoleucine/valine transporter subunit	11	13	3	1	0	3	14	0	4	17	63	38	92	30	72	82
3595676	3595583	3594474	3594438	-	livK	b3458	leucine transporter subunit	46	49	13	4	3	9	54	4	16	50	232	280	326	207	130	166
3595969	3596007	3596390	3596390	+	yhhK	b3459	"pantothenate synthesis protein, predicted acetyltransferase"	174	147	142	108	215	152	97	156	118	112	78	21	59	34	68	80
3597695	3597681	3596578	3596542	-	livJ	b3460	leucine/isoleucine/valine transporter subunit	25	26	4	3	2	11	22	2	12	17	169	352	369	166	51	62
3599026	3598806	3597952	3597791	-	rpoH	b3461	"RNA polymerase, sigma 32 (sigma H) factor"	275	253	248	226	352	272	198	315	244	202	253	394	160	438	319	192
3598673			3598771	+	-	predicted RNA	antisense: rpoH	186	200	1014	765	519	597	633	393	282	370	1012	1298	842	1447	1859	627
	3600109	3599051	3599028	-	ftsX	b3462	predicted transporter subunit: membrane component of ABC superfamily	138	135	99	94	60	115	117	62	101	113	55	65	69	49	69	63
3600771	3600770	3600102		-	ftsE	b3463	predicted transporter subunit: ATP-binding component of ABC superfamily	147	156	82	74	63	104	103	64	85	94	30	35	46	30	35	38
3602346	3602266	3600773	3600773	-	ftsY	b3464	Signal Recognition Particle (SRP) receptor	228	227	138	125	158	135	160	120	136	138	86	89	97	86	83	83
3602379	3602416	3603012		+	rsmD	b3465	"16S rRNA m(2)G966 methyltransferase, SAM-dependent"	103	98	129	110	143	82	88	141	83	114	77	70	57	104	93	84
	3603002	3603271	3603271	+	yhhL	b3466	"conserved protein, DUF1145 family"	58	54	70	53	61	35	53	68	43	62	87	51	45	48	70	60
3603644	3603633	3603274	3603220	-	yhhM	b3467	"conserved protein, DUF2500 family"	49	50	54	64	72	85	36	88	65	29	78	53	48	71	79	81
3603771	3603774	3604400	3604400	+	yhhN	b3468	"predicted inner membrane protein, TMEM86 family"	43	45	48	82	119	155	34	117	93	43	122	144	116	193	200	144
3604474	3604474	3606672		+	zntA	b3469	"zinc, cobalt and lead efflux system"	25	17	30	39	33	100	31	35	79	32	28	36	37	35	30	30
3607019	3607019	3606774	3606758	-	tusA	b3470	sulfurtransferase required 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis	161	166	213	200	207	134	118	238	127	135	81	50	75	93	92	100
3607240	3607240	3607905	3607949	+	yhhQ	b3471	"inner membrane protein, DUF165 family"	40	41	95	73	41	20	78	62	29	78	91	37	85	52	91	100
3607951	3607978	3608535	3608535	+	dcrB	b3472	"periplasmic protein, predicted lipoprotein"	439	421	353	485	666	763	386	639	652	432	306	303	190	320	249	207
	3609756	3608539		-	yhhS	b3473	"inner membrane protein, predicted transporter"	14	14	18	14	12	23	13	13	15	14	24	8	22	11	24	30
3609885	3609888	3610937	3610937	+	yhhT	b3474	"inner membrane protein, predicted membrane permease, UPF0118 family"	6	5	4	5	7	11	8	5	13	6	48	39	45	46	56	54
3610983	3610992	3611579	3611689	+	acpT	b3475	holo-(acyl carrier protein) synthase 2	50	52	61	62	55	50	65	67	49	67	46	41	45	50	62	59
3611690	3611690	3613264		+	nikA	b3476	"Nickel-binding, heme-binding periplasmic protein"	4	3	3	2	3	4	3	3	1	2	35	9	29	16	36	40
	3613264	3614208		+	nikB	b3477	nickel transporter subunit	2	2	2	1	2	3	2	2	2	2	15	3	16	12	24	32
	3614205	3615038		+	nikC	b3478	nickel transporter subunit	3	3	1	3	2	3	3	2	1	1	22	3	17	10	24	31
	3615038	3615802		+	nikD	b3479	nickel transporter subunit	2	3	2	2	1	4	3	2	1	1	19	3	13	8	23	26
	3615799	3616605		+	nikE	b3480	nickel transporter subunit	2	3	3	2	3	5	2	4	2	2	20	4	16	10	19	20
3616610	3616611	3617012	3617012	+	nikR	b3481	"DNA-binding transcriptional repressor, Ni-binding"	20	18	25	20	22	22	16	22	23	12	42	19	36	29	30	32
	3617215	3621450		+	rhsB	b3482	rhsB element core protein RshB	2	2	2	2	2	2	2	2	1	1	21	4	18	10	26	34
	3621422	3621805	3621969	+	yhhH	b3483	predicted protein	3	2	2	1	3	0	2	2	4	0	50	6	43	23	63	73
3622335	3622401	3623537	3623537	+	yhhI	b3484	predicted transposase	2	2	3	2	3	2	2	3	1	1	38	9	24	20	42	59
	3624826	3623702	3623702	-	yhhJ	b3485	"Predicted permease subunit, ABC transporter superfamily, inner membrane protein"	12	13	9	13	9	29	11	10	18	12	30	15	30	21	35	44
	3627561	3624826		-	rbbA	b3486	fused ribosome-associated ATPase: ATP-binding protein/ATP-binding protein/predicted membrane protein	15	17	13	18	23	36	14	20	27	12	37	21	35	32	39	41
3628625	3628625	3627558		-	yhiI	b3487	predicted membrane fusion protein (MFP) of efflux pump	38	39	40	48	65	90	35	58	80	41	57	61	70	82	62	56
3630638	3630613	3628991	3628972	-	yhiJ	b3488	predicted protein	4	4	4	5	8	7	4	6	5	5	59	29	31	42	65	74
3632613	3632864	3633916	3633916	+	yhiM	b3491	"inner membrane protein, DUF1323 family"	3	2	3	2	4	3	2	2	1	1	35	42	22	37	48	50
3635433	3635433	3634231	3633976	-	yhiN	b3492	predicted oxidoreductase with FAD/NAD(P)-binding domain	60	56	57	43	11	11	49	12	16	38	32	16	36	14	33	38
3635665	3635665	3637164	3637185	+	pitA	b3493	"phosphate transporter, low-affinity"	221	214	169	132	108	212	426	119	230	347	65	93	76	78	71	73
3637743	3637743	3637408		-	uspB	b3494	universal stress (ethanol tolerance) protein B	8	7	12	13	10	43	11	13	28	10	43	71	44	36	36	29
3638012			3638027	+	-	predicted RNA	-	41	41	877	571	371	385	124	1116	390	125	365	321	498	267	313	252
3638028	3638134	3638568	3638568	+	uspA	b3495	universal stress global response regulator	329	325	257	352	533	772	206	517	563	200	480	679	549	570	533	360
3638694	3638885	3640354	3640356	+	dtpB	b3496	dipeptide and tripeptide permease B	11	11	37	25	24	11	9	34	11	8	48	42	36	43	65	61
3641155	3641155	3640403	3640403	-	yhiQ	b3497	predicted SAM-dependent methyltransferase	55	54	43	25	16	43	49	17	47	44	22	23	26	16	25	27
3643206	3643205	3641163	3641156	-	prlC	b3498	oligopeptidase A	117	127	115	86	81	180	99	65	127	107	69	92	95	74	73	55
3643361	3643408	3644250	3644250	+	yhiR	b3499	"protein required for the utilization of DNA as a carbon source, predicted DNA processing protein"	92	87	84	74	61	46	59	69	42	59	39	45	43	52	40	41
3644301	3644322	3645674	3645674	+	gor	b3500	glutathione oxidoreductase	160	160	97	111	134	168	118	110	165	108	45	58	50	40	45	44
3645998	3645856	3645728	3645727	-	dinQ	b4613	"Damage inducible, function unknown"	185	180	106	107	106	244	317	106	256	317	606	612	232	504	404	297
	3646551	3646904		+	arsR	b3501	DNA-binding transcriptional repressor	15	15	17	13	9	11	13	8	15	12	23	14	18	16	27	34
3646958	3646958	3648247	3648247	+	arsB	b3502	arsenite/antimonite transporter	14	13	12	9	8	11	12	8	12	11	35	21	28	24	42	46
3648248	3648260	3648685	3648685	+	arsC	b3503	arsenate reductase	22	22	17	17	22	21	16	20	20	16	58	28	41	35	60	65
3651232	3651221	3650205	3650144	-	insH	b3505	IS5 transposase and trans-activator	83	96	64	69	62	54	99	76	72	97	101	42	98	63	60	91
3651984	3651984	3652550	3652682	+	slp	b3506	outer membrane lipoprotein	4	5	4	7	11	199	7	11	127	7	181	496	116	479	356	126
3652701	3652706	3653236	3653250	+	dctR	b3507	predicted DNA-binding ranscriptional regulator	0	1	0	0	2	26	0	2	14	2	33	44	22	49	51	49
3653925	3653925	3653278	3653208	-	yhiD	b3508	"predicted Mg(2+) transport ATPase, inner membrane protein"	1	1	1	0	3	59	4	2	26	2	31	78	32	48	52	49
3654427	3654315	3653989	3653976	-	hdeB	b3509	acid-resistance protein	17	20	22	40	105	776	18	71	566	32	347	1621	418	957	882	190
3654040			3654297	+	-	predicted RNA	antisense: hdeB	6	9	12	32	35	347	20	29	170	20	333	1722	341	775	1131	254
3654806	3654763	3654431	3654431	-	hdeA	b3510	stress response protein acid-resistance protein	50	52	50	136	265	2422	81	230	1562	90	1890	6671	1188	5089	4078	971
3654441			3654779	+	-	predicted RNA	antisense: hdeA	2	2	5	8	5	82	6	5	35	7	357	1298	275	454	620	195
3655004	3655018	3655590	3655594	+	hdeD	b3511	acid-resistance membrane protein	10	9	11	12	26	332	10	22	200	13	135	343	103	189	201	116
3656077			3656009	-	arrS	b4704	-	0	0	0	0	0	9	7	0	2	0	107	90	40	87	94	60
3656335	3656389	3656916	3656916	+	gadE	b3512	DNA-binding transcriptional activator	1	1	1	1	8	281	3	4	131	4	211	816	116	575	424	96
3657070	3657255	3658412	3658412	+	mdtE	b3513	"anaerobic multidrug efflux transporter, ArcA-regulated"	0	0	0	0	1	47	2	1	22	0	34	38	33	44	48	43
3658437	3658437	3661550	3661580	+	mdtF	b3514	"anaerobic multidrug efflux transporter, ArcA-regulated"	4	3	5	4	4	39	3	5	21	3	35	35	25	39	49	47
3662732	3662641	3661913	3661896	-	gadW	b3515	transcriptional activator of gadA and gadBC in absence of GadX	31	34	15	30	81	136	11	57	78	15	112	357	72	341	217	85
3662887			3662991	+	gadY	b4452	-	8	9	5	4	6	15	2	6	15	4	140	78	155	150	184	161
3663836	3663833	3663009	3662846	-	gadX	b3516	DNA-binding transcriptional dual regulator	65	65	57	62	152	506	59	125	263	72	549	1398	368	1271	930	387
3665603	3665603	3664203	3664011	-	gadA	b3517	"glutamate decarboxylase A, PLP-dependent"	0	0	1	2	3	40	1	3	22	1	187	1166	107	989	660	106
3667270	3667211	3665814	3665814	-	yhjA	b3518	predicted cytochrome C peroxidase	3	3	3	2	3	2	2	3	3	2	42	15	40	25	52	62
3667524	3667615	3669264	3669264	+	treF	b3519	cytoplasmic trehalase	6	6	6	11	22	18	8	12	13	9	47	110	48	103	102	60
3670028	3669917	3669315	3669315	-	yhjB	b3520	"predicted two-component system response regulator, LuxR-like HTH domain, function unknown"	10	11	13	12	18	6	6	16	6	8	36	16	34	25	61	75
3670138	3670437	3671336	3671336	+	yhjC	b3521	predicted DNA-binding transcriptional regulator	29	32	48	33	39	39	25	35	32	31	49	22	36	32	50	58
3671337	3671385	3672398	3672398	+	yhjD	b3522	"putative alternate lipid exporter, suppressor of msbA and KDO essentiality, inner membrane protein"	11	13	20	18	27	24	8	22	13	9	48	79	48	108	100	63
3672786	3672809	3674131	3674192	+	yhjE	b3523	"inner membrane protein, predicted transporter"	12	10	3	3	2	13	11	1	13	12	256	395	269	319	351	206
3676377	3676373	3674313	3674313	-	yhjG	b3524	"Inner membrane protein, AsmA family"	3	3	2	6	10	13	2	7	9	4	43	61	50	49	65	58
3677210	3677210	3676443	3676443	-	yhjH	b3525	"cyclic-di-GMP phosphodiesterase, FlhDC-regulated"	2	2	2	1	2	15	7	2	10	8	59	19	66	32	85	87
3677409	3677442	3678371	3678371	+	kdgK	b3526	ketodeoxygluconokinase	145	145	131	101	108	132	116	98	108	121	64	33	73	36	50	65
3679990	3679963	3678467	3678465	-	yhjJ	b3527	predicted zinc-dependent peptidase	65	60	58	54	84	46	43	68	45	41	38	25	37	29	42	41
3681515	3681470	3680184	3680184	-	dctA	b3528	"C4-dicarboxylic acid, orotate and citrate transporter"	42	57	33	37	9	9	185	26	54	133	50	8	79	14	39	58
3683663	3683641	3681653	3681653	-	yhjK	b3529	predicted diguanylate cyclase	54	52	42	40	46	61	37	39	51	41	55	37	41	50	71	66
	3687196	3683723	3683664	-	bcsC	b3530	cellulose synthase subunit	9	9	7	7	6	13	7	5	10	5	21	15	25	15	36	38
3688290	3688284	3687178		-	bcsZ	b3531	"endo-1,4-D-glucanase"	13	13	11	10	9	21	7	9	14	8	33	11	25	16	32	37
	3690630	3688291	3688291	-	bcsB	b3532	"regulator of cellulose synthase, cyclic di-GMP binding"	10	9	8	6	7	17	8	7	11	7	23	10	22	15	29	34
3693308	3693259	3690641	3690631	-	bcsA	b3533	"cellulose synthase, catalytic subunit"	8	8	5	4	6	7	4	5	4	5	32	9	22	16	62	72
3694371	3694208	3694020	3694020	-	yhjR	b3535	putative protein	48	50	17	15	9	26	18	14	22	20	39	61	39	71	45	35
3694476	3694481	3696052		+	bcsE	b3536	cellulose production protein	86	86	66	58	92	153	58	71	101	66	164	250	136	216	165	114
	3696049	3696240		+	bcsF	b3537	predicted protein	34	39	26	29	29	64	28	28	36	21	112	136	100	128	133	99
	3696237	3697916	3697916	+	bcsG	b3538	"inner membrane protein, predicted endoglucanase, DUF3260 family"	28	27	16	19	17	45	17	13	30	15	44	42	45	48	61	55
3698122	3698110	3698003	3697995	-	ldrD	b4453	"toxic polypeptide, small"	10	11	10	9	3	7	5	6	11	14	24	21	20	30	43	40
3698159			3698224	+	rdlD	b4454	-	1	1	2	1	1	0	0	1	2	3	9	12	5	9	15	14
3698398	3698586	3699857	3699857	+	yhjV	b3539	predicted transporter	40	41	61	35	19	4	36	32	8	38	44	14	42	26	53	65
	3700891	3699887	3699887	-	dppF	b3540	dipeptide transporter	43	50	9	8	5	16	94	5	40	76	62	43	96	50	61	70
3701871	3701871	3700888		-	dppD	b3541	dipeptide/heme transporter	30	32	7	4	2	9	57	3	18	45	46	21	68	24	32	41
3702784	3702784	3701882	3701872	-	dppC	b3542	dipeptide/heme transporter	32	36	7	4	3	12	64	4	24	57	80	47	85	53	53	69
3703845	3703813	3702794	3702792	-	dppB	b3543	dipeptide/heme transporter	30	37	6	3	2	16	82	4	29	76	86	54	101	63	58	73
3705894	3705728	3704121	3704081	-	dppA	b3544	dipeptide transporter	145	166	32	28	20	65	246	33	156	238	856	642	1161	702	399	644
3705332			3705431	+	-	predicted RNA	antisense: dppA	48	43	25	17	11	24	97	12	57	93	801	569	1050	581	403	558
3706715			3706639	-	proK	b3545	Pro tRNA	10	9	9	2	1	0	1	7	1	3	10	1	7	3	13	19
3708725	3708498	3706807	3706807	-	eptB	b3546	"KDO phosphoethanolamine transferase, Ca(2+)-inducible"	18	19	20	19	16	14	22	18	14	20	28	8	31	14	34	46
3710035	3710030	3708822	3708822	-	yhjX	b3547	"Inner membrane protein, predicted oxalate-formate antiporter"	3	4	2	3	4	6	2	3	5	2	44	9	33	22	55	68
3711027	3710957	3710259	3710190	-	yhjY	b3548	conserved protein	8	8	9	10	19	18	5	15	11	8	171	400	166	375	376	153
3711095	3711115	3711678		+	tag	b3549	"3-methyl-adenine DNA glycosylase I, constitutive"	50	52	43	45	53	96	46	44	79	46	83	66	129	73	93	92
	3711675	3712115	3712117	+	yiaC	b3550	predicted acyltransferase with acyl-CoA N-acyltransferase domain	30	30	23	24	24	57	16	23	30	30	53	35	67	34	52	49
3714437	3714417	3712084	3711981	-	bisC	b3551	biotin sulfoxide reductase	46	44	44	40	35	76	39	28	55	45	42	40	49	38	47	45
3714535	3714570	3715229	3715234	+	yiaD	b3552	multicopy suppressor of bamB; outer membrane lipoprotein	143	131	249	257	261	39	96	296	58	100	34	12	40	21	40	38
3715329	3715333	3716307	3716330	+	ghrB	b3553	glyoxylate/hydroxypyruvate reductase B	139	136	185	267	407	416	119	372	304	134	173	238	163	274	204	149
3717106	3717067	3716357	3716293	-	yiaF	b3554	conserved protein	407	397	334	278	310	563	381	338	477	392	265	335	190	308	273	220
3717468	3717501	3717791	3717887	+	yiaG	b3555	"predicted transcriptional regulator, HTH_CROC1 family"	17	19	13	64	187	271	20	141	201	25	1452	4815	875	3906	4347	766
3717912			3718063	+	-	predicted RNA	-	3680	2955	4424	1262	597	72	988	1204	179	913	292	272	199	190	224	288
3717618			3717472	-	-	predicted RNA	antisense: yiaG	1	3	7	44	35	69	15	23	61	8	830	1600	489	1717	2741	443
3718064	3718072	3718284	3718284	+	cspA	b3556	"RNA chaperone and anti-terminator, cold-inducible"	2627	2093	3351	1315	867	43	902	1233	124	1054	160	148	110	131	126	203
3719213	3718623	3718471	3718471	-	hokA	b4455	"toxic polypeptide, small"	1	0	3	0	0	0	0	0	3	0	49	2	23	8	32	49
3718693	3718703	3719224		+	insJ	b3557	IS150 transposase A	23	24	27	13	11	12	16	14	14	16	62	19	41	42	70	90
	3719221	3720072	3720072	+	insK	b3558	IS150 transposase B	9	9	7	5	3	3	8	2	3	7	69	10	42	27	71	83
3720099			3720128	+	sokA	b4614	-	1	2	4	2	0	0	11	0	0	3	27	6	8	17	21	34
3722424	3722420	3720351	3720351	-	glyS	b3559	"glycine tRNA synthetase, beta subunit"	390	402	303	278	225	266	471	173	257	373	129	203	119	182	115	92
3723341	3723341	3722430	3722426	-	glyQ	b3560	"glycine tRNA synthetase, alpha subunit"	400	420	333	313	116	227	363	93	235	319	65	77	111	61	44	44
3723755	3723735	3723436	3723347	-	ysaB	b4553	predicted protein	7	7	5	11	14	5	6	11	8	8	91	94	70	111	116	80
3723903	3723910	3724905	3724928	+	wecH	b3561	O-acetyltransferase for enterobacterial common antigen (ECA)	14	13	19	13	17	11	10	15	13	16	59	25	42	33	57	72
3725384	3725384	3724947	3724947	-	yiaA	b3562	"inner membrane protein, YiaAB family"	5	4	7	3	3	0	3	1	4	3	82	14	59	39	109	147
3725771	3725771	3725430	3725385	-	yiaB	b3563	"inner membrane protein, YiaAB family"	2	2	2	2	2	0	3	1	0	5	80	19	53	48	110	109
3727398	3727394	3725940	3725824	-	xylB	b3564	xylulokinase	1	1	0	1	0	0	1	0	1	0	27	8	17	12	32	42
3729511	3728788	3727466	3727433	-	xylA	b3565	D-xylose isomerase	4	5	6	4	4	5	4	4	4	4	33	15	37	22	43	52
3729054	3729154	3730146	3730164	+	xylF	b3566	D-xylose transporter subunit	1	1	1	0	1	0	3	1	1	1	83	15	82	29	76	106
3730204	3730224	3731765		+	xylG	b3567	fused D-xylose transporter subunits of ABC superfamily: ATP-binding components	1	2	3	1	1	2	2	2	1	1	42	10	37	15	50	57
	3731743	3732924	3733001	+	xylH	b3568	D-xylose ABC transporter permease subunit	3	4	4	5	3	4	4	3	4	3	35	12	42	20	52	55
