Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression CV104_pHDB3_5	Expression CV104_pHDB3_10	Expression CV104_pHDB3_20	Expression CV104_pLCV1_5	Expression CV104_pLCV1_10	Expression CV104_pLCV1_20
	4221651	4220827		-	iclR	b4018	DNA-binding transcriptional repressor	113	121	112	115	110	115
	4221851	4225534		+	metH	b4019	"homocysteine-N5-methyltetrahydrofolate transmethylase, B12-dependent"	53	60	46	59	53	52
	4225754	4227385		+	yjbB	b4020	predicted Na+/Pi-cotransporter	22	25	21	23	23	22
	4228165	4227476		-	pepE	b4021	(alpha)-aspartyl dipeptidase	37	17	13	37	20	21
	4228377	4229249		+	rluF	b4022	23S rRNA U2604 pseudouridine synthase	62	63	69	77	60	61
	4229654	4229382		-	yjbD	b4023	conserved protein	36	42	34	39	33	34
	4231256	4229907		-	lysC	b4024	aspartokinase III	52	56	50	55	54	50
4231781	4231781	4233430	4233430	+	pgi	b4025	glucosephosphate isomerase	556	531	530	531	528	486
	4233929	4234171		+	yjbE	b4026	predicted protein	1	5	0	5	1	1
	4234285	4234923		+	yjbF	b4027	predicted lipoprotein	1	1	1	3	1	1
	4234920	4235657		+	yjbG	b4028	conserved protein	1	2	1	3	2	1
	4235657	4237753		+	yjbH	b4029	predicted porin	2	3	3	6	4	3
	4238078	4237800		-	yjbT	b4620	"hypothetical protein, no homologs"	1	6	5	6	7	6
	4238348	4238758		+	psiE	b4030	phosphate starvation inducible protein	8	9	3	19	4	4
	4240277	4238802		-	xylE	b4031	D-xylose transporter	4	4	4	8	4	4
	4241539	4240649		-	malG	b4032	maltose transporter subunit	66	62	61	66	92	121
	4243098	4241554		-	malF	b4033	maltose transporter subunit	83	79	76	90	106	156
4244456	4244442	4243252	4243236	-	malE	b4034	maltose transporter subunit	777	571	556	738	699	1021
4244807	4244807	4245922	4245922	+	malK	b4035	"fused maltose transport subunit, ATP-binding component of ABC superfamily/regulatory protein"	191	175	166	178	243	377
4245923	4245994	4247334	4247391	+	lamB	b4036	maltose outer membrane porin (maltoporin)	463	330	330	430	450	704
4247440	4247577	4248497	4248497	+	malM	b4037	maltose regulon periplasmic protein	207	171	176	189	218	353
	4250529	4251026		+	ubiC	b4039	chorismate--pyruvate lyase	94	101	90	100	98	101
	4251039	4251911		+	ubiA	b4040	p-hydroxybenzoate octaprenyltransferase	90	86	86	75	89	87
	4254489	4252066		-	plsB	b4041	glycerol-3-phosphate O-acyltransferase	169	176	176	159	163	178
	4254660	4255028		+	dgkA	b4042	diacylglycerol kinase	110	115	110	94	113	90
4255138	4255138	4255746	4255746	+	lexA	b4043	DNA-binding transcriptional repressor of SOS regulon	293	269	280	248	272	265
	4255765	4257144		+	dinF	b4044	DNA-damage-inducible SOS response protein	27	28	26	20	24	27
	4257260	4257469		+	yjbJ	b4045	"stress-induced protein, UPF0337 family"	99	126	134	119	167	143
	4258026	4257511		-	zur	b4046	"DNA-binding transcriptional repressor, Zn(II)-binding"	59	55	51	67	58	58
	4258344	4258598		+	yjbL	b4047	predicted protein	1	2	3	8	2	3
	4258622	4259329		+	yjbM	b4048	predicted protein	1	4	2	13	2	2
	4259737	4260729		+	dusA	b4049	tRNA-dihydrouridine synthase A	130	120	113	125	110	115
	4260863	4261105		+	pspG	b4050	phage shock protein G	19	20	12	16	18	15
	4262254	4261271		-	qorA	b4051	"quinone oxidoreductase, NADPH-dependent"	38	44	31	46	49	36
	4262337	4263752		+	dnaB	b4052	replicative DNA helicase	175	170	163	158	156	166
	4263805	4264884		+	alr	b4053	"alanine racemase 1, PLP-binding, biosynthetic"	88	88	82	73	84	88
	4265137	4266330		+	tyrB	b4054	"tyrosine aminotransferase, tyrosine-repressible, PLP-dependent"	108	114	100	105	114	104
	4267035	4266832		-	yjbS	b4621	hypothetical protein	1	2	5	6	5	1
	4267437	4268150		+	aphA	b4055	"acid phosphatase/phosphotransferase, class B, non-specific"	33	27	18	31	28	25
	4268261	4268677		+	yjbQ	b4056	thiamin phosphate synthase	72	80	71	80	82	67
	4268681	4269037		+	yjbR	b4057	conserved protein	52	60	53	70	55	48
	4271894	4269072		-	uvrA	b4058	ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC	52	57	57	51	54	57
4272143	4272148	4272684	4272684	+	ssb	b4059	single-stranded DNA-binding protein	498	430	418	459	450	388
	4273064	4272783		-	yjcB	b4060	conserved protein	53	55	59	41	33	34
	4273494	4275080		+	yjcC	b4061	predicted cyclic-di-GMP phosphodiesterase	7	9	9	14	9	8
	4275406	4275083		-	soxS	b4062	DNA-binding transcriptional dual regulator	52	46	38	47	54	43
	4275492	4275956		+	soxR	b4063	"DNA-binding transcriptional dual regulator, Fe-S center for redox-sensing"	13	11	13	14	8	15
4276089			4275950	-	ryjA	b4459	-	10	8	12	4	6	8
4276383	4276502	4277851	4277851	+	yjcD	b4064	predicted permease	208	205	222	182	213	257
	4278003	4279652		+	yjcE	b4065	predicted cation/proton antiporter	42	47	41	41	42	36
	4281098	4279806		-	yjcF	b4066	pentapeptide repeat protein	1	3	2	7	2	2
	4282925	4281276		-	actP	b4067	acetate transporter	5	5	6	8	6	10
	4283236	4282922		-	yjcH	b4068	"inner membrane protein, DUF485 family"	6	3	5	7	7	10
	4285394	4283436		-	acs	b4069	acetyl-CoA synthetase	10	14	15	12	15	25
	4285787	4287223		+	nrfA	b4070	"nitrite reductase, formate-dependent, cytochrome"	5	6	6	10	6	6
	4287268	4287834		+	nrfB	b4071	"nitrite reductase, formate-dependent, penta-heme cytochrome c"	4	4	2	7	1	3
	4287831	4288502		+	nrfC	b4072	"formate-dependent nitrite reductase, 4Fe4S subunit"	2	4	1	4	2	2
	4288499	4289455		+	nrfD	b4073	"formate-dependent nitrite reductase, membrane subunit"	2	1	2	6	1	3
	4289535	4291193		+	nrfE	b4074	"heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfE"	1	2	1	5	1	1
	4291186	4291569		+	nrfF	b4075	"heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfF"	3	4	4	5	2	3
	4291566	4292162		+	nrfG	b4076	"heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfG"	3	3	5	6	4	3
	4292504	4293817		+	gltP	b4077	glutamate/aspartate:proton symporter	151	168	161	148	169	160
	4295148	4294459		-	yjcO	b4078	conserved protein	34	29	31	38	34	32
	4297389	4295242		-	fdhF	b4079	"formate dehydrogenase-H, selenopolypeptide subunit"	9	9	9	11	9	10
	4299053	4297587		-	mdtP	b4080	outer membrane factor of efflux pump	1	3	1	3	1	1
	4301101	4299050		-	mdtO	b4081	"membrane translocase (MDR) of MdtNOP efflux pump, PET family"	2	2	1	5	2	1
	4302132	4301101		-	mdtN	b4082	membrane fusion protein of efflux pump	1	3	0	1	1	1
	4302426	4302151		-	ytcA	b4622	hypothetical protein	0	3	0	5	2	1
	4304620	4302635		-	yjcS	b4083	"conserved protein, metallo-beta-lactamase superfamily"	1	1	1	3	1	1
	4305822	4304893		-	alsK	b4084	D-allose kinase	5	5	5	11	5	8
	4306501	4305806		-	alsE	b4085	allulose-6-phosphate 3-epimerase	4	5	5	7	5	4
	4307492	4306512		-	alsC	b4086	D-allose transporter subunit	3	3	3	8	2	3
	4309003	4307471		-	alsA	b4087	fused D-allose transporter subunits of ABC superfamily: ATP-binding components	2	3	2	7	2	2
	4310065	4309130		-	alsB	b4088	D-allose transporter subunit	7	9	7	11	7	11
	4311014	4310124		-	rpiR	b4089	DNA-binding transcriptional repressor	42	38	40	38	46	41
	4311373	4311822		+	rpiB	b4090	ribose 5-phosphate isomerase B/allose 6-phosphate isomerase	5	6	5	12	12	9
	4311891	4312220		+	yjdP	b4487	conserved protein	10	8	11	9	8	10
	4313125	4312367		-	phnP	b4092	"carbon-phosphorus lyase complex accessory protein, phosphodiesterase"	7	7	6	9	6	7
	4313561	4313127		-	phnO	b4093	predicted acyltransferase with acyl-CoA N-acyltransferase domain	14	17	12	18	14	14
	4314105	4313548		-	phnN	b4094	"ribose 1,5-bisphosphokinase"	3	4	1	5	2	2
	4315241	4314105		-	phnM	b4095	carbon-phosphorus lyase complex subunit	1	2	1	1	1	1
	4315918	4315238		-	phnL	b4096	carbon-phosphorus lyase complex subunit	5	5	7	11	2	6
	4316787	4316029		-	phnK	b4097	carbon-phosphorus lyase complex subunit	1	2	0	4	1	3
	4317629	4316784		-	phnJ	b4098	carbon-phosphorus lyase complex subunit	1	1	1	3	1	1
	4318686	4317622		-	phnI	b4099	carbon-phosphorus lyase complex subunit	1	1	0	1	1	0
	4319270	4318686		-	phnH	b4100	carbon-phosphorus lyase complex subunit	1	1	0	1	1	1
	4319719	4319267		-	phnG	b4101	carbon-phosphorus lyase complex subunit	0	1	1	3	1	1
	4320445	4319720		-	phnF	b4102	predicted DNA-binding transcriptional regulator of phosphonate uptake and biodegradation	1	1	0	2	1	0
	4322375	4321359		-	phnD	b4105	phosphonate/organophosphate ester transporter subunit	1	2	2	5	1	1
	4323188	4322400		-	phnC	b4106	phosphonate/organophosphate ester transporter subunit	0	0	1	3	1	0
	4323764	4323321		-	yjdN	b4107	conserved protein	2	2	3	3	2	2
	4324757	4324422		-	yjdM	b4108	conserved protein	238	216	214	261	229	207
	4325158	4327386		+	yjdA	b4109	"mutational suppressor of yhjH motility mutation, function unknown; related to Dynamin GTPase"	8	8	8	11	8	7
	4327383	4328261		+	yjcZ	b4110	"mutational suppressor of yhjH motility mutation, function unknown"	3	5	4	6	4	4
	4328525	4330027		+	proP	b4111	proline/glycine betaine transporter	164	189	212	157	162	130
	4330139	4330228		+	pmrR	b4703	"predicted regulator of BasS activity, membrane protein"	52	62	63	43	55	33
	4331295	4330204		-	basS	b4112	sensory histidine kinase in two-component regulatory system with BasR	22	24	22	31	22	22
	4331973	4331305		-	basR	b4113	DNA-binding response regulator in two-component regulatory system with BasS	21	26	25	25	29	25
	4333613	4331970		-	eptA	b4114	predicted metal dependent hydrolase	5	7	5	9	4	5
	4335054	4333717		-	adiC	b4115	arginine:agmatin	3	3	3	7	3	3
	4335952	4335191		-	adiY	b4116	DNA-binding transcriptional activator	7	6	7	12	5	5
	4338544	4336277		-	adiA	b4117	arginine decarboxylase	5	5	4	8	5	4
	4339651	4338743		-	melR	b4118	DNA-binding transcriptional dual regulator	7	6	11	12	12	12
	4339934	4341289		+	melA	b4119	"alpha-galactosidase, NAD(P)-binding"	4	4	3	5	4	5
	4341392	4342813		+	melB	b4120	melibiose:sodium symporter	9	16	17	42	19	13
	4343581	4342952		-	yjdF	b4121	conserved inner membrane protein	12	16	12	14	10	11
	4345349	4343703		-	fumB	b4122	anaerobic class I fumarate hydratase (fumarase B)	16	15	13	19	11	9
	4346767	4345427		-	dcuB	b4123	"C4-dicarboxylate transporter, anaerobic; DcuS co-sensor"	8	6	5	11	6	4
	4348057	4347338		-	dcuR	b4124	DNA-binding response regulator in two-component regulatory system with DcuS	33	40	38	41	38	37
	4349685	4348054		-	dcuS	b4125	"sensory histidine kinase in two-component regulatory system with DcuR, regulator of anaerobic fumarate respiration"	40	38	40	43	39	44
	4349866	4350096		+	yjdI	b4126	conserved protein	13	21	17	24	16	13
	4350108	4350380		+	yjdJ	b4127	predicted acyltransferase with acyl-CoA N-acyltransferase domain	28	26	30	37	30	33
	4350607	4350903		+	yjdK	b4128	predicted protein	6	3	5	9	7	4
	4350931	4351104		+	yjdO	b4559	predicted protein	6	4	3	7	4	2
	4352740	4351223		-	lysU	b4129	"lysine tRNA synthetase, inducible"	104	115	117	114	123	101
	4354434	4352977		-	yjdL	b4130	predicted dipeptide and tripeptide permease	5	6	6	8	5	6
	4356640	4354493		-	cadA	b4131	"lysine decarboxylase, acid-inducible"	3	4	4	9	5	3
	4358054	4356720		-	cadB	b4132	predicted lysine/cadaverine transporter	1	1	2	7	2	2
	4359957	4358419		-	cadC	b4133	DNA-binding transcriptional activator	7	9	9	13	9	8
4360649			4360574	-	pheU	b4134	Phe tRNA	9	8	9	17	6	12
	4361331	4360756		-	yjdC	b4135	predicted transcriptional regulator	67	76	70	83	81	67
	4363065	4361368		-	dsbD	b4136	fused thiol:disulfide interchange protein: activator of DsbC/conserved protein	42	41	45	43	46	41
	4363379	4363041		-	cutA	b4137	"divalent-cation tolerance protein, copper sensitivity"	56	59	68	66	54	63
	4364796	4363495	4363495	-	dcuA	b4138	C4-dicarboxylate antiporter	309	280	215	329	305	222
4366431	4366350	4364914	4364913	-	aspA	b4139	aspartate ammonia-lyase	170	146	172	169	212	325
	4366687	4367163		+	fxsA	b4140	suppressor of F exclusion of phage T7	67	48	47	65	55	53
	4368435	4367179		-	yjeH	b4141	predicted transporter	10	10	9	10	9	10
4368656	4368711	4369004	4369004	+	groS	b4142	"Cpn10 chaperonin GroES, small subunit of GroESL"	4045	3635	2750	4467	3925	2794
4369005	4369048	4370694	4370699	+	groL	b4143	"Cpn60 chaperonin GroEL, large subunit of GroESL"	4266	4221	2902	4518	4432	3016
	4370832	4371185		+	yjeI	b4144	conserved protein	237	238	205	202	226	211
	4372257	4371388		-	yjeJ	b4145	predicted protein	23	26	26	33	27	25
	4373680	4372652		-	yjeK	b4146	"EF-P lysylation protein; weak lysine 2,3-aminomutase"	83	89	91	90	81	91
4373704	4373722	4374288	4374293	+	efp	b4147	elongation factor EF-P	2606	2370	2658	2434	2545	2327
	4374340	4374465		+	ecnA	b4410	"entericidin A membrane lipoprotein, antidote entericidin B"	168	160	187	180	202	155
4374555	4374576	4374722	4374722	+	ecnB	b4411	entericidin B membrane lipoprotein	131	188	251	130	226	294
	4374898	4375215		+	sugE	b4148	multidrug efflux system protein	50	64	37	51	47	49
	4375745	4375212		-	blc	b4149	"outer membrane lipoprotein (lipocalin), cell division and growth function"	12	16	15	20	17	13
	4376967	4375834		-	ampC	b4150	beta-lactamase/D-alanine carboxypeptidase	33	27	35	32	35	33
	4377389	4377030		-	frdD	b4151	"fumarate reductase (anaerobic), membrane anchor subunit"	96	51	52	79	67	69
	4377795	4377400		-	frdC	b4152	"fumarate reductase (anaerobic), membrane anchor subunit"	110	59	64	100	74	88
	4378540	4377806		-	frdB	b4153	"fumarate reductase (anaerobic), Fe-S subunit"	94	60	61	102	67	78
	4380341	4378533		-	frdA	b4154	fumarate reductase (anaerobic) catalytic and NAD/flavoprotein subunit	86	68	65	88	67	78
	4380666	4381643		+	yjeA	b4155	EF-P-lysine34-lysine ligase	65	59	58	64	57	65
	4381862	4383364		+	yjeM	b4156	predicted transporter	12	14	14	19	15	10
	4383416	4383730		+	yjeN	b4157	predicted protein	10	11	11	14	9	10
	4383727	4384041		+	yjeO	b4158	inner membrane protein	10	13	12	19	16	8
	4387393	4384070		-	yjeP	b4159	predicted mechanosensitive channel	28	30	26	30	26	27
	4388383	4387415		-	psd	b4160	phosphatidylserine decarboxylase	200	211	203	197	207	202
	4389532	4388480		-	rsgA	b4161	ribosome small subunit-dependent GTPase A	174	171	172	158	164	167
	4389627	4390172		+	orn	b4162	oligoribonuclease	128	132	132	125	119	128
4390383			4390458	+	glyV	b4163	Gly tRNA	2833	2659	3034	1882	2243	2810
4390495			4390570	+	glyX	b4164	Gly tRNA	2015	1867	2259	1593	1733	1991
4390606			4390681	+	glyY	b4165	Gly tRNA	612	528	614	449	607	627
	4390915	4390968		+	yjeV	b4670	expressed protein	25	22	26	23	14	22
	4392090	4390951		-	queG	b4166	"epoxyqueuosine reductase, cobalamine-stimulated; queosine biosynthesis"	41	40	41	41	36	37
	4392089	4393636		+	yjeF	b4167	predicted carbohydrate kinase	29	33	29	32	29	29
	4393608	4394069		+	yjeE	b4168	ADP-binding protein essential for nucleoid integrity	85	91	83	74	82	87
	4394088	4395425		+	amiB	b4169	N-acetylmuramoyl-l-alanine amidase II	69	75	69	69	71	71
	4395435	4397282		+	mutL	b4170	methyl-directed mismatch repair protein	65	68	60	62	57	62
	4397275	4398225	4398225	+	miaA	b4171	delta(2)-isopentenylpyrophosphate tRNA-adenosine transferase	618	563	474	672	634	482
4398226	4398311	4398619	4398619	+	hfq	b4172	"HF-I, host factor for RNA phage Q beta replication"	1709	1533	1461	1676	1919	1477
4398620	4398695	4399975	4399975	+	hflX	b4173	"GTPase, stimulated by 50S subunit binding"	348	341	316	365	328	325
4399976	4400061	4401320	4401320	+	hflK	b4174	modulator for HflB protease specific for phage lambda cII repressor	431	462	421	401	412	440
4401321	4401323	4402327	4402327	+	hflC	b4175	modulator for HflB protease specific for phage lambda cII repressor	464	487	485	450	467	463
	4402409	4402606		+	yjeT	b4176	"conserved protein, DUF2065 family"	41	33	38	51	37	46
4402710	4402710	4404008	4404008	+	purA	b4177	adenylosuccinate synthetase	705	692	741	668	661	734
	4404213	4404638		+	nsrR	b4178	nitric oxide-sensitive repressor for NO regulon	104	93	118	107	101	93
	4404677	4407118		+	rnr	b4179	"exoribonuclease R, RNase R"	106	108	102	106	102	101
	4407298	4408029		+	rlmB	b4180	23S rRNA (Gm2251)-methyltransferase	104	99	101	88	101	99
	4408156	4408557		+	yjfI	b4181	"conserved protein, DUF2170 family"	2	3	4	9	3	2
	4408576	4409274		+	yjfJ	b4182	"conserved protein, PspA/IM30 family"	3	4	4	6	5	1
	4409325	4409984		+	yjfK	b4183	"conserved protein, DUF2491 family"	2	3	2	6	2	1
	4410002	4410400		+	yjfL	b4184	"inner membrane protein, UPF0719 family"	1	2	1	6	0	2
	4410410	4411048		+	yjfM	b4185	"conserved protein, DUF1190 family"	1	2	2	5	3	2
	4411051	4412214		+	yjfC	b4186	glutathionylspermidine synthase homolog	2	3	3	6	2	2
	4412298	4413923		+	aidB	b4187	isovaleryl CoA dehydrogenase	7	9	7	10	9	7
	4414315	4414040		-	yjfN	b4188	predicted protein	8	11	17	16	17	13
	4414793	4414464		-	bsmA	b4189	confers peroxide resistance in bioflms	11	17	12	11	17	12
	4414975	4415724		+	yjfP	b4190	acyl CoA esterase actviity in vitro	14	16	16	16	14	14
	4416476	4415721		-	ulaR	b4191	transcriptional tepressor for the L-ascorbate utilization (ula) divergon	37	35	39	39	39	39
	4417648	4416584		-	ulaG	b4192	L-ascorbate 6-phosphate lactonase	8	11	10	10	10	8
	4418003	4419400		+	ulaA	b4193	L-ascorbate-specific enzyme IIC component of PTS	1	3	3	7	2	2
	4419416	4419721		+	ulaB	b4194	L-ascorbate-specific enzyme IIB component of PTS	4	7	9	9	4	3
	4419731	4420195		+	ulaC	b4195	L-ascorbate-specific enzyme IIA component of PTS	6	5	4	8	4	5
	4420209	4420859		+	ulaD	b4196	3-keto-L-gulonate 6-phosphate decarboxylase	7	6	5	11	9	6
	4420869	4421723		+	ulaE	b4197	L-xylulose 5-phosphate 3-epimerase	6	6	4	7	2	5
	4421723	4422409		+	ulaF	b4198	L-ribulose 5-phosphate 4-epimerase	6	5	4	6	7	5
	4422814	4422539		-	yjfY	b4199	predicted protein	2	2	5	10	4	4
4423060	4423141	4423536	4423536	+	rpsF	b4200	30S ribosomal subunit protein S6	8997	8760	9242	8795	8916	9040
4423537	4423543	4423857	4423861	+	priB	b4201	primosomal protein N	7913	7513	8510	7989	7636	7677
4423862	4423862	4424089	4424089	+	rpsR	b4202	30S ribosomal subunit protein S18	7700	7394	8103	6724	7808	7493
4424090	4424131	4424580	4424590	+	rplI	b4203	50S ribosomal subunit protein L9	8041	7739	8453	7306	8457	8111
	4425445	4424651		-	yjfZ	b4204	predicted protein	17	22	25	29	22	18
	4426740	4426102		-	ytfB	b4206	predicted cell envelope opacity-associated protein	72	69	60	69	63	57
4426958	4426958	4427578	4427578	+	fklB	b4207	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)	401	397	354	384	367	366
	4427887	4429299		+	cycA	b4208	D-alanine/D-serine/glycine transporter	123	158	139	118	147	150
	4430006	4429344		-	ytfE	b4209	iron-sulfur cluster repair protein RIC	11	16	12	13	14	15
	4431079	4430114		-	ytfF	b4210	"inner membrane protein, DMT transporter family"	12	13	10	14	8	11
	4432047	4431187		-	qorB	b4211	NAD(P)H:quinone oxidoreductase	11	12	10	12	9	10
	4432136	4432516		+	ytfH	b4212	"predicted transcriptional regulator, HxlR-type, DUF24 family"	17	11	10	22	15	12
	4434588	4432645		-	cpdB	b4213	2':3'-cyclic-nucleotide 2'-phosphodiesterase	40	41	39	43	42	42
	4434778	4435518		+	cysQ	b4214	"PAPS (adenosine 3'-phosphate 5'-phosphosulfate) 3'(2'),5'-bisphosphate nucleotidase"	66	63	57	64	68	63
	4435730	4436668		+	ytfI	b4215	predicted protein	3	3	5	12	7	4
	4437285	4436731		-	ytfJ	b4216	predicted transcriptional regulator	21	26	21	27	21	22
4437587	4437610	4437816	4437816	+	ytfK	b4217	"conserved protein, DUF1107 family"	186	273	287	128	287	295
	4439238	4437895		-	ytfL	b4218	"inner membrane protein, UPF0053 family"	44	53	52	46	44	48
	4440199	4439561		-	msrA	b4219	methionine sulfoxide reductase A	61	59	34	65	65	39
	4440405	4442138		+	ytfM	b4220	predicted outer membrane protein and surface antigen	51	50	50	57	49	47
	4442135	4445914		+	ytfN	b4221	"large conserved protein, DUF490 family"	49	54	52	52	50	48
4445915	4445917	4446258	4446258	+	ytfP	b4222	"conserved protein, UPF0131 family"	274	290	274	293	292	274
	4446470	4446721		+	chpS	b4224	antitoxin of the ChpBS toxin-antitoxin system	27	37	27	30	31	30
	4446715	4447065		+	chpB	b4225	toxin of the ChpB-ChpS toxin-antitoxin system	23	27	25	36	26	18
4447688	4447675	4447145	4447140	-	ppa	b4226	inorganic pyrophosphatase	2839	2610	2800	2737	2821	2659
	4447985	4448941		+	ytfQ	b4227	galactofuranose binding proteint: periplasmic-binding component of ABC superfamily	10	10	10	14	12	8
	4449081	4450583		+	ytfR	b4485	predicted sugar transporter subunit: ATP-binding component of ABC superfamily	3	4	2	7	3	3
	4450594	4451619		+	ytfT	b4230	predicted sugar transporter subunit: membrane component of ABC superfamily	1	1	2	4	2	1
